iter	RMSE
706	1.058574697
707	1.057707146
708	1.056873107
709	1.056621231
710	1.056268423
711	1.055675336
712	1.055236071
713	1.054799893
714	1.054334057
715	1.05373649
716	1.053177693
717	1.052658604
718	1.052437111
719	1.052274918
720	1.051503566
721	1.050835284
722	1.050003333
723	1.049518104
724	1.04909333
725	1.048597206
726	1.048222886
727	1.048015684
728	1.047439682
729	1.047031817
730	1.046699729
731	1.046391664
732	1.045478325
733	1.045141955
734	1.044292548
735	1.04392071
736	1.043656853
737	1.04319744
738	1.042581814
739	1.042075569
740	1.041398163
741	1.040620067
742	1.040234756
743	1.039714518
744	1.038652574
745	1.03762064
746	1.036917504
747	1.035995993
748	1.03575738
749	1.035434708
750	1.035061781
751	1.034742998
752	1.034318982
753	1.033529783
754	1.033015862
755	1.032083466
756	1.031324731
757	1.030716661
758	1.030380147
759	1.030084305
760	1.029488376
761	1.029135177
762	1.028812155
763	1.028387591
764	1.027916562
765	1.027507767
766	1.02725698
767	1.026482607
768	1.026222477
769	1.025924619
770	1.02513215
771	1.024551891
772	1.023832653
773	1.023416872
774	1.02252278
775	1.021632591
776	1.02118519
777	1.020359457
778	1.019925141
779	1.019231081
780	1.01909119
781	1.018377729
782	1.017709854
783	1.017309449
784	1.016555098
785	1.016076824
786	1.015923017
787	1.01529637
788	1.015001937
789	1.014185536
790	1.013548461
791	1.012862362
792	1.012282655
793	1.011919432
794	1.011142803
795	1.010895475
796	1.010270687
797	1.009463045
798	1.009237397
799	1.008973799
800	1.008478007
801	1.008290912
802	1.007658708
803	1.007308783
804	1.006902159
805	1.006422355
806	1.006216376
807	1.00590698
808	1.005606581
809	1.005170448
810	1.004081315
811	1.003366139
812	1.002515873
813	1.00213481
814	1.001950483
815	1.001684987
816	1.001527249
817	1.001279174
818	1.001023885
819	1.00054316
820	1.000160074
821	0.9999077935
822	0.999618274
823	0.9989762063
824	0.9988046261
825	0.9985582188
826	0.9981375476
827	0.9974890494
828	0.9971974462
829	0.9966310783
830	0.9959386193
831	0.9955600002
832	0.9948546322
833	0.9946154881
834	0.9944803095
835	0.9939958414
836	0.9936753421
837	0.9935202144
838	0.9931159125
839	0.9926632966
840	0.992100032
841	0.991958971
842	0.9917293177
843	0.9909181538
844	0.9902095023
845	0.9898626256
846	0.989676501
847	0.9893703302
848	0.9887406413
849	0.9884223128
850	0.987910026
851	0.9875038466
852	0.9868032775
853	0.986323549
854	0.9857710629
855	0.985174694
856	0.9848338858
857	0.9845226713
858	0.9837042475
859	0.9830590492
860	0.9821494108
861	0.9816864283
862	0.9812046057
863	0.9805417538
864	0.9799460126
865	0.9797977623
866	0.9794939366
867	0.9793570384
868	0.9791778997
869	0.9788480059
870	0.9785524477
871	0.9779335392
872	0.9774166187
873	0.9767713317
874	0.9759550427
875	0.9756824559
876	0.9754454924
877	0.9748745346
878	0.9745859428
879	0.9741970604
880	0.9739718308
881	0.9738399582
882	0.9732408317
883	0.9729227057
884	0.9719531472
885	0.9718027864
886	0.9713466043
887	0.9708420676
888	0.9706985062
889	0.9703528146
890	0.970154111
891	0.969868164
892	0.9695740447
893	0.9692776899
894	0.9687997848
895	0.9684944862
896	0.9680715892
897	0.9675903112
898	0.9672790264
899	0.9665043977
900	0.9663520841
901	0.965523229
902	0.9653762703
903	0.9649213778
904	0.9646007854
905	0.9642001815
906	0.9634723287
907	0.96318723
908	0.96259143
909	0.9623553884
910	0.9620811757
911	0.9614941148
912	0.9611533944
913	0.9607098444
914	0.9600699441
915	0.9597955521
916	0.959532212
917	0.9592448006
918	0.9590757172
919	0.9589969225
920	0.9584863905
921	0.9583649103
922	0.958191993
923	0.9578797383
924	0.9576024889
925	0.9569720856
926	0.9566888274
927	0.9563211566
928	0.9559553158
929	0.9554728426
930	0.9552024712
931	0.9549430792
932	0.9548049317
933	0.9543872476
934	0.953965284
935	0.9537450043
936	0.9529791102
937	0.952705002
938	0.9522338945
939	0.9519746957
940	0.9516962888
941	0.9513077448
942	0.9506665822
943	0.9501252128
944	0.9500105573
945	0.9497548162
946	0.9493342305
947	0.9489917828
948	0.9485510788
949	0.9484450198
950	0.9481865775
951	0.9480234882
952	0.947863886
953	0.9472572062
954	0.9467140562
955	0.9463597278
956	0.9458831077
957	0.9452078224
958	0.9448767639
959	0.9446693723
960	0.9445583449
961	0.9442653984
962	0.9434516667
963	0.9433251199
964	0.9429353273
965	0.9428312699
966	0.9425688849
967	0.9422590395
968	0.9420103595
969	0.9417704968
970	0.9411320033
971	0.9404568769
972	0.9402756011
973	0.9401767274
974	0.9399786418
975	0.9397364789
976	0.9394716882
977	0.939080635
978	0.9387496125
979	0.9385137613
980	0.937910253
981	0.9378133748
982	0.9375257416
983	0.9372517707
984	0.9369647167
985	0.9367351931
986	0.9360586886
987	0.9359647493
988	0.9354173815
989	0.9351210097
990	0.9349327714
991	0.9348084911
992	0.9346261116
993	0.934158551
994	0.9339331552
995	0.9335318687
996	0.9334397283
997	0.9332146427
998	0.9330640572
999	0.9323278855
